t,x,y
8.17E+01,-5.24E-02,-2.81E+00
8.20E+01,-5.24E-02,-2.85E+00
8.24E+01,-4.96E-02,-2.88E+00
8.27E+01,-4.96E-02,-2.92E+00
8.31E+01,-4.12E-02,-2.96E+00
8.35E+01,-4.68E-02,-3.01E+00
8.38E+01,-4.68E-02,-3.04E+00
8.42E+01,-5.24E-02,-3.07E+00
8.45E+01,-5.53E-02,-3.06E+00
8.49E+01,-5.24E-02,-3.04E+00
8.52E+01,-5.24E-02,-2.99E+00
8.56E+01,-5.24E-02,-2.95E+00
8.59E+01,-4.68E-02,-2.91E+00
8.63E+01,-4.68E-02,-2.87E+00
8.66E+01,-4.68E-02,-2.83E+00
8.70E+01,-4.40E-02,-2.77E+00
8.73E+01,-4.68E-02,-2.74E+00
8.77E+01,-4.68E-02,-2.70E+00
8.80E+01,-4.12E-02,-2.67E+00
8.84E+01,-3.00E-02,-2.63E+00
8.87E+01,-3.00E-02,-2.58E+00
8.91E+01,-3.56E-02,-2.54E+00
8.94E+01,-3.56E-02,-2.50E+00
8.98E+01,-3.56E-02,-2.47E+00
9.01E+01,-3.84E-02,-2.41E+00
9.05E+01,-3.56E-02,-2.39E+00
9.08E+01,-3.56E-02,-2.36E+00
9.12E+01,-3.28E-02,-2.31E+00
9.15E+01,-4.12E-02,-2.26E+00
9.19E+01,-3.56E-02,-2.23E+00
9.23E+01,-3.56E-02,-2.19E+00
9.26E+01,-3.28E-02,-2.14E+00
9.30E+01,-3.00E-02,-2.10E+00
9.33E+01,-3.00E-02,-2.05E+00
9.37E+01,-3.28E-02,-2.01E+00
9.40E+01,-3.28E-02,-1.97E+00
9.44E+01,-2.44E-02,-1.93E+00
9.47E+01,-1.88E-02,-1.89E+00
9.51E+01,-2.44E-02,-1.89E+00
